"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"3949",127,"2","yes","3","hydromassage | optic fiber | video entryphone | alarm system | security door | external exposure | closet | terrace | half-day concierge | centralized tv system | cellar | window frames in double glass / wood","available",185,1960,"excellent / refurbished",1,"central",690000,"no","Circonvalla",15.876
"3950",58,"1","yes","2","alarm system | security door | internal exposure | balcony | centralized tv system | window frames in double glass / pvc","available",332,1960,"good condition / liveable",4,"central",169000,"no","Esterno",5.879
"3951",53,"1","yes","2","optic fiber | video entryphone | security door | internal exposure | single tv system | cellar | window frames in triple glass / wood","available",3,1900,"new / under construction",4,"independent",220000,"no","Esterno",10.77
"3952",100,"1","no","2","security door | internal exposure | full day concierge | centralized tv system | cellar | window frames in double glass / wood","available",116,1930,"new / under construction",1,"central",655000,"no","Circonvalla",5.456
"3953",85,"2","yes","3","video entryphone | terrace | full day concierge | centralized tv system | partially furnished | cellar | shared garden","available",153,2002,"good condition / liveable",2,"central",5e+05,"yes","Esterno",6.737
"3954",95,"1","yes","2","security door | balcony | cellar","available",332,1973,"new / under construction",3,"central",597000,"no","Esterno",1.251
"3955",250,"2","yes","5+","security door | half-day concierge | centralized tv system | furnished | window frames in glass / wood","available",223,1960,"good condition / liveable",1,"central",1500000,"no","Circonvalla",6.301
"3956",63,"1","no","2","security door | external exposure | window frames in double glass / pvc","available",164,2024,"new / under construction",4,"independent",249000,"no","Esterno",3.728
"3958",55,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvc","available",44,1960,"excellent / refurbished",2,"central",295000,"no","Esterno",9.014
"3960",55,"1","no","2","optic fiber | security door | internal exposure | full day concierge | single tv system | partially furnished | window frames in double glass / metal","available",242,1930,"excellent / refurbished",0.5,"independent",235000,"no","Esterno",9.635
"3961",90,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",129,1970,"good condition / liveable",5,"central",395000,"no","Esterno",7.161
"3962",70,"1","yes","3","optic fiber | security door | closet | centralized tv system | partially furnished | window frames in double glass / pvcdouble exposure","available",35,1930,"excellent / refurbished",5,"independent",410000,"no","Esterno",5.939
"3963",77,"1","yes","3","optic fiber | security door | balcony | centralized tv system | window frames in double glass / pvc","available",3,1900,"to be refurbished",1,"independent",390000,"no","Circonvalla",3.16
"3964",97,"1","yes","3","kitchen | balcony | window frames in glass / wood | exposure north","available",90,1900,"to be refurbished",2,"problem",2e+05,"no","Esterno",13.17
"3965",110,"1","yes","4","security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",160,1965,"excellent / refurbished",1,"central",240000,"no","Esterno",5.755
"3966",125,"2","yes","4","electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | centralized tv system | partially furnished | cellar | window frames in double glass / wood | double exposure","available",54,2000,"good condition / liveable",5,"independent",480000,"yes","Esterno",11.318
"3967",200,"3","yes","5","optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",165,1960,"good condition / liveable",1,"central",1600000,"yes","Centro_Storico",7.649
"3968",150,"2","no","3","optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | private garden | window frames in triple glass / wood | double exposure","unknown",129,1800,"excellent / refurbished",0,"independent",1050000,"no","Circonvalla",13.312
"3969",71,"1","yes","3","optic fiber | security door | internal exposure | full day concierge | centralized tv system | private garden | window frames in double glass / metal","available",54,1940,"good condition / liveable",0,"independent",370000,"no","Esterno",8.409
"3970",50,"1","no","2","optic fiber | video entryphone | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in glass / wood","available",242,1950,"good condition / liveable",2,"independent",295000,"no","Esterno",9.876
"3973",70,"1","no","3","electric gate | optic fiber | video entryphone | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvc","available",3,1964,"good condition / liveable",4,"independent",299000,"no","Esterno",12.761
"3975",40,"1","yes","1","optic fiber | security door | external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / metal","available",13,1960,"excellent / refurbished",1,"central",280000,"no","Circonvalla",7.304
"3976",181,"2","yes","5","video entryphone | full day concierge","available",243,1920,"excellent / refurbished",4,"central",1380000,"no","Circonvalla",1.697
"3977",44,"1","yes","1","optic fiber | video entryphone | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal","available",3,1900,"excellent / refurbished",1,"central",520000,"no","Centro_Storico",9.97
"3978",110,"1","yes","3","video entryphone | security door | balcony | terrace | half-day concierge | centralized tv system | partially furnished | cellar | window frames in glass / metal | double exposure","available",185,2000,"good condition / liveable",4,"central",795000,"no","Circonvalla",12.812
"3979",73,"1","yes","2","electric gate | optic fiber | security door | external exposure | full day concierge | cellar | window frames in double glass / wood","unknown",54,1930,"excellent / refurbished",3,"central",385000,"no","Esterno",6.56
"3980",111,"1","yes","3","electric gate | optic fiber | security door | closet | balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",95,1950,"good condition / liveable",0,"central",319000,"no","Esterno",6.835
"3981",105,"1","yes","3","external exposure | closet | balcony | half-day concierge | centralized tv system | shared garden | window frames in double glass / wood","available",206,1920,"to be refurbished",1,"central",585000,"no","Esterno",8.674
"3982",200,"2","yes","3","hydromassage | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | half-day concierge | furnished | cellar | window frames in double glass / wood | double exposure","available",83,1967,"excellent / refurbished",1,"central",690000,"no","Circonvalla",17.085
"3983",77,"1","yes","2","electric gate | optic fiber | security door | closet | balcony | centralized tv system | partially furnished | window frames in double glass / wood | double exposure","available",35,1900,"excellent / refurbished",3,"independent",620000,"yes","Circonvalla",8.534
"3984",175,"1","yes","2","optic fiber | video entryphone | alarm system | internal exposure | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc","available",159,1960,"excellent / refurbished",-0.5,"central",472500,"no","Centro_Storico",8.899
"3985",38,"1","yes","1","electric gate | optic fiber | security door | closet | balcony | full day concierge | centralized tv system | double exposure","available",242,1954,"to be refurbished",2,"independent",340000,"no","Circonvalla",5.927
"3986",95,"1","yes","3","security door | balcony | cellar","available",332,1954,"new / under construction",1,"central",377000,"no","Esterno",1.251
"3988",80,"1","yes","2","security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure","unknown",116,1960,"good condition / liveable",2,"central",440000,"no","Circonvalla",6.971
"3991",90,"1","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | cellar | window frames in double glass / metal | double exposure","available",63,1960,"to be refurbished",3,"central",170000,"no","Esterno",8.37
"3992",98,"1","yes","2","balcony | full day concierge | partially furnished","available",95,1968,"good condition / liveable",3,"central",268000,"no","Esterno",3.293
"3993",155,"3","yes","4","video entryphone | balcony | full day concierge | centralized tv system | cellar","available",311,2019,"excellent / refurbished",4,"central",2940000,"no","Centro_Storico",3.09
"3994",75,"1","no","3","attic | security door | balcony | centralized tv system | partially furnished | window frames in double glass / wood | double exposure","unknown",73,1965,"excellent / refurbished",3,"central",355000,"no","Esterno",9.189
"3995",107,"1","yes","4","optic fiber | security door | balcony | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",129,1960,"good condition / liveable",1,"central",550000,"no","Esterno",8.193
"3996",95,"1","yes","2","external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc","available",114,1900,"good condition / liveable",1,"central",790000,"yes","Centro_Storico",6.401
"3998",67,"1","yes","3","electric gate | optic fiber | security door | closet | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",30,1970,"new / under construction",7,"central",370000,"no","Esterno",10.391
"3999",115,"2","yes","3","security door | balcony | cellar","available",332,1977,"new / under construction",2,"central",939000,"no","Esterno",1.251
"4000",75,"1","yes","3","security door | internal exposure | balcony | full day concierge | centralized tv system | window frames in double glass / pvc","unknown",85,1967,"excellent / refurbished",6,"central",320000,"no","Esterno",5.326
"4001",50,"1","yes","2","video entryphone | security door | external exposure | full day concierge | furnished | window frames in glass / pvc","available",54,1960,"excellent / refurbished",0.5,"central",275000,"no","Esterno",9.479
"4002",150,"2","yes","3","optic fiber | video entryphone | security door | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",243,1970,"excellent / refurbished",2,"central",1250000,"yes","Circonvalla",4.026
"4003",93,"1","no","3","optic fiber | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",89,1969,"to be refurbished",2,"central",229000,"no","Esterno",6.952
"4004",100,"2","yes","3","attic | security door | internal exposure | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc","available",69,1930,"good condition / liveable",4,"independent",740000,"no","Circonvalla",9.576
"4005",225,"3","yes","5+","optic fiber | video entryphone | closet | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / wood | double exposure","available",219,1930,"good condition / liveable",4,"central",1450000,"no","Circonvalla",8.787
"4006",129,"2","yes","5+","optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | window frames in glass / wood","available",177,1950,"to be refurbished",0.5,"central",730000,"no","Circonvalla",8.201
"4007",100,"1","yes","2","optic fiber | video entryphone | security door | balcony | terrace | full day concierge | centralized tv system | window frames in double glass / pvcdouble exposure","available",129,1930,"to be refurbished",7,"central",1300000,"no","Centro_Storico",6.524
"4008",43,"1","no","2","half-day concierge | furnished","unknown",3,1900,"good condition / liveable",3,"independent",415000,"no","Centro_Storico",3.526
"4010",86,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",332,2026,"new / under construction",6,"central",537000,"no","Esterno",7.161
"4011",44,"1","yes","2","optic fiber | external exposure | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",3,1960,"new / under construction",0,"central",195000,"no","Esterno",5.647
"4012",175,"2","yes","5","optic fiber | video entryphone | alarm system | security door | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",176,1960,"good condition / liveable",4,"central",1080000,"no","Circonvalla",8.07
"4015",120,"2","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | terrace | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood | double exposure","available",197,2013,"new / under construction",6,"independent",565000,"yes","Esterno",10.531
"4016",420,"3+","yes","5+","reception | kitchen | furnished | shared garden | window frames in double glass / pvcexposure east, west","available",206,1965,"excellent / refurbished",0,"central",2300000,"yes","Centro_Storico",17.526
"4017",142,"1","yes","3","video entryphone | security door | external exposure | full day concierge | centralized tv system | shared garden | window frames in double glass / wood","available",3,2023,"new / under construction",3,"independent",1635300,"no","Centro_Storico",6.698
"4018",159,"2","yes","4","security door | centralized tv system | window frames in double glass / metal | double exposure","available",76,1960,"good condition / liveable",2,"independent",409000,"no","Esterno",3.867
"4019",80,"1","yes","2","security door | balcony","available",332,1958,"new / under construction",4,"central",356000,"no","Esterno",0.709
"4020",70,"1","yes","2","balcony | full day concierge | shared garden","available",69,1970,"good condition / liveable",6,"independent",288000,"no","Circonvalla",2.338
"4021",75,"1","yes","3","attic | optic fiber | video entryphone | security door | balcony | centralized tv system | shared garden | window frames in double glass / pvcdouble exposure","available",3,1960,"excellent / refurbished",7,"central",428000,"no","Esterno",8.055
"4022",50,"1","no","2","electric gate | optic fiber | video entryphone | security door | external exposure | closet | centralized tv system | cellar | shared garden | window frames in glass / pvc","not available yet",242,1970,"excellent / refurbished",-0.5,"independent",185000,"no","Circonvalla",11.233
"4023",70,"1","no","2","video entryphone | furnished","available",332,1953,"excellent / refurbished",0,"central",240000,"no","Esterno",2.244
"4024",130,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",165,1900,"excellent / refurbished",4,"central",1040000,"no","Circonvalla",11.866
"4025",130,"1","yes","4","security door | balcony | centralized tv system | window frames in triple glass / pvcdouble exposure","available",89,1925,"good condition / liveable",1,"central",780000,"no","Circonvalla",5.153
"4026",100,"2","yes","3","hydromassage | electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure","available",76,1960,"good condition / liveable",3,"central",748000,"no","Centro_Storico",13.662
"4028",254,"2","yes","5","electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | centralized tv system | partially furnished | cellar | window frames in triple glass / pvcdouble exposure","unknown",243,1960,"good condition / liveable",6,"central",1370000,"no","Circonvalla",14.832
"4029",177,"2","yes","5","fireplace | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure","available",97,1900,"to be refurbished",4,"independent",1100000,"no","Centro_Storico",11.38
"4030",38,"1","yes","2","optic fiber | video entryphone | security door | internal exposure | full day concierge | centralized tv system | shared garden | window frames in glass / wood","available",3,1970,"to be refurbished",0,"central",190000,"no","Circonvalla",7.283
"4031",138,"2","yes","5","video entryphone | balcony | terrace | full day concierge | shared garden","available",33,1990,"good condition / liveable",3,"independent",570000,"yes","Esterno",4.579
"4032",86,"1","no","2","optic fiber | security door | closet | balcony | centralized tv system | furnished | window frames in double glass / wood | double exposure","available",22,1900,"excellent / refurbished",4,"independent",529000,"no","Circonvalla",7.488
"4033",132,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | terrace | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc","not available yet",54,2021,"new / under construction",7,"central",790000,"yes","Esterno",14.298
"4034",180,"3","yes","5","electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",206,1960,"excellent / refurbished",5,"central",1150000,"no","Esterno",11.017
"4035",90,"2","yes","3","security door | balcony | cellar","available",332,1975,"new / under construction",3,"central",520000,"no","Circonvalla",1.251
"4036",37,"1","yes","1","electric gate | optic fiber | security door | internal exposure | balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",30,1955,"excellent / refurbished",3,"central",139000,"no","Esterno",6.909
"4037",141,"2","yes","5","optic fiber | video entryphone | security door | closet | balcony | half-day concierge | single tv system | furnished | cellar | window frames in double glass / pvcdouble exposure","unknown",165,2021,"excellent / refurbished",3,"independent",780000,"no","Esterno",11.761
"4038",120,"1","yes","3","electric gate | optic fiber | security door | centralized tv system | window frames in double glass / pvcdouble exposure","not available yet",129,1940,"good condition / liveable",3,"central",450000,"no","Circonvalla",3.576
"4039",120,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | furnished | cellar | shared garden | window frames in double glass / metal | double exposure","unknown",181,1970,"excellent / refurbished",6,"central",650000,"yes","Esterno",11.776
"4040",38,"1","no","1","shared garden","available",3,1960,"excellent / refurbished",-0.5,"independent",185000,"no","Esterno",0.834
"4042",68,"1","yes","2","optic fiber | centralized tv system | window frames in double glass / wood | double exposure","available",3,1930,"good condition / liveable",2,"independent",259000,"no","Esterno",3.868
"4043",85,"1","yes","3","security door | balcony | half-day concierge | centralized tv system | window frames in double glass / pvcdouble exposure","available",165,1960,"good condition / liveable",2,"central",395000,"no","Circonvalla",4.876
"4045",150,"2","yes","4","security door | balcony | cellar","available",332,1974,"new / under construction",1,"central",903000,"no","Esterno",1.251
"4046",67,"1","no","2","security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in glass / wood","available",165,1939,"good condition / liveable",0.5,"central",449000,"no","Circonvalla",7.263
"4048",75,"1","yes","3","electric gate | optic fiber | security door | external exposure | balcony | single tv system | shared garden | window frames in glass / wood","available",63,1969,"good condition / liveable",1,"central",260000,"yes","Esterno",9.466
"4049",78,"1","yes","3","electric gate | optic fiber | balcony | centralized tv system | window frames in glass / wood","available",24,1929,"good condition / liveable",1,"independent",390000,"no","Circonvalla",4.288
"4051",85,"1","no","3","optic fiber | security door | centralized tv system | partially furnished | cellar | window frames in double glass / metal | double exposure","not available yet",44,1900,"good condition / liveable",0,"central",529000,"no","Centro_Storico",6.6
"4052",95,"1","yes","4","balcony | cellar | shared garden","available",64,1951,"good condition / liveable",2,"central",295000,"no","Esterno",1.888
"4054",72,"1","yes","2","electric gate | security door | balcony | half-day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure","available",89,1960,"excellent / refurbished",6,"central",265000,"yes","Esterno",8.004
"4055",137,"2","yes","4","external exposure | balcony | centralized tv system | cellar | shared garden","available",165,1974,"to be refurbished",1,"central",399000,"yes","Esterno",4.048
"4056",60,"1","yes","2","optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood","available",71,1960,"to be refurbished",3,"central",220000,"no","Esterno",8.315
"4057",100,"2","no","3","electric gate | video entryphone | alarm system | security door | furnished","available",3,2000,"to be refurbished",0,"independent",670000,"no","Circonvalla",4.783
"4058",114,"2","yes","3","electric gate | video entryphone | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",332,2025,"new / under construction",1,"independent",388575,"no","Esterno",7.053
"4059",60,"1","yes","3","electric gate | video entryphone | security door | external exposure | full day concierge | centralized tv system | only kitchen furnished | window frames in double glass / wood","available",13,2023,"excellent / refurbished",0.5,"central",270000,"no","Esterno",10.721
"4060",89,"1","yes","3","balcony | full day concierge | shared garden","available",113,1956,"good condition / liveable",4,"central",320000,"no","Esterno",2.338
"4061",85,"2","yes","3","tennis court | electric gate | optic fiber | alarm system | security door | closet | balcony | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood","available",151,2009,"excellent / refurbished",2,"central",515000,"yes","Circonvalla",15.542
"4062",65,"1","yes","2","optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure","available",102,1970,"good condition / liveable",4,"central",193000,"no","Esterno",8.103
"4063",100,"1","no","4","electric gate | optic fiber | security door | closet | centralized tv system | partially furnished | shared garden | window frames in double glass / pvcdouble exposure","available",3,1920,"good condition / liveable",2,"independent",329000,"yes","Esterno",7.57
"4064",205,"3","yes","4","electric gate | optic fiber | alarm system | security door | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood | double exposure","available",258,1930,"excellent / refurbished",2,"central",1495000,"yes","Centro_Storico",12.358
"4065",50,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | full day concierge | centralized tv system | shared garden | window frames in double glass / pvc","available",3,1960,"excellent / refurbished",2,"central",280000,"no","Esterno",10.467
"4066",44,"1","no","2","attic | security door | external exposure | centralized tv system | window frames in double glass / wood","available",326,1930,"good condition / liveable",5,"independent",235000,"no","Esterno",7.392
"4067",90,"1","yes","3","electric gate | optic fiber | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",137,1970,"good condition / liveable",4,"central",248000,"yes","Esterno",6.954
"4068",45,"1","yes","2","electric gate | optic fiber | security door | internal exposure | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal","available",3,1920,"good condition / liveable",3,"central",305000,"no","Circonvalla",8.241
"4069",60,"1","yes","2","electric gate | security door | internal exposure | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood","available",1,1968,"to be refurbished",6,"central",221900,"no","Esterno",8.027
"4071",135,"2","yes","4","electric gate | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",332,2025,"new / under construction",3,"central",983000,"no","Circonvalla",8.249
"4072",85,"1","no","1","electric gate | optic fiber | video entryphone | alarm system | security door | half-day concierge | centralized tv system | shared garden | window frames in triple glass / pvcdouble exposure","available",30,1966,"new / under construction",-0.5,"central",185000,"no","Esterno",10.91
"4073",45,"1","yes","2","security door | internal exposure | centralized tv system | furnished | cellar | window frames in glass / wood","not available yet",315,1930,"good condition / liveable",2,"independent",290000,"no","Circonvalla",6.432
"4074",136,"2","yes","4","optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",165,1960,"good condition / liveable",4,"central",1120000,"no","Circonvalla",6.363
"4075",53,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | cellar | window frames in double glass / pvc","available",54,1985,"excellent / refurbished",6,"central",199000,"no","Esterno",7.504
"4076",73,"1","yes","3","electric gate | optic fiber | security door | external exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood","available",89,1969,"good condition / liveable",1,"central",365000,"yes","Esterno",8.132
"4077",165,"2","yes","4","security door | balcony | full day concierge | cellar","available",332,1950,"new / under construction",3,"central",725000,"no","Esterno",2.243
"4078",96,"1","yes","3","balcony | centralized tv system | window frames in double glass / pvcdouble exposure","available",165,1960,"excellent / refurbished",1,"central",580000,"no","Circonvalla",2.692
"4079",64,"1","no","3","optic fiber | security door | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / metal | double exposure","unknown",89,1940,"good condition / liveable",0.5,"central",329000,"no","Circonvalla",8.337
"4080",62,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | terrace | full day concierge | pool | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood","not available yet",129,2013,"excellent / refurbished",1,"central",430000,"no","Esterno",18.864
"4081",171,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | window frames in double glass / wood","available",332,2024,"new / under construction",6,"independent",867000,"no","Esterno",9.152
"4082",80,"2","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure","available",89,2015,"new / under construction",1,"central",350000,"no","Esterno",11.727
"4083",52,"1","yes","2","security door | external exposure | balcony | single tv system | furnished | window frames in double glass / pvc","available",24,1970,"good condition / liveable",2,"central",3e+05,"no","Esterno",8.444
"4084",60,"1","yes","2","attic | optic fiber | video entryphone | security door | external exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / pvc","available",142,1968,"good condition / liveable",0.5,"central",560000,"no","Centro_Storico",12.301
"4085",95,"2","yes","3","balcony | full day concierge | furnished | shared garden | double exposure","available",95,1972,"excellent / refurbished",1,"central",870000,"no","Circonvalla",5.194
"4086",85,"1","yes","3","security door | internal exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in double glass / metal","unknown",142,1970,"good condition / liveable",3,"central",168000,"no","Esterno",6.465
"4087",95,"1","yes","3","optic fiber | video entryphone | security door | terrace | centralized tv system | window frames in triple glass / wood | double exposure","available",129,1940,"excellent / refurbished",7,"central",450000,"no","Esterno",9.179
"4088",120,"2","yes","3","video entryphone | cellar | private garden","available",332,2023,"new / under construction",0,"central",355000,"yes","Esterno",4.136
"4089",43,"1","no","1","optic fiber | security door | internal exposure | centralized tv system | furnished | window frames in double glass / metal","available",205,1900,"excellent / refurbished",0,"independent",387000,"no","Centro_Storico",6.068
"4090",110,"2","yes","4","optic fiber | security door | internal exposure | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood","available",157,1950,"good condition / liveable",1,"central",530000,"no","Circonvalla",6.37
"4092",140,"2","yes","4","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure","available",243,2021,"new / under construction",8,"central",1150000,"no","Circonvalla",9.614
"4093",142,"2","yes","3","balcony | terrace | full day concierge | cellar | shared garden","available",217,1967,"to be refurbished",8,"central",705000,"yes","Esterno",4.416
"4094",192,"2","yes","4","fireplace | alarm system | security door | balcony | terrace | single tv system | cellar | window frames in double glass / pvcdouble exposure","available",129,1970,"excellent / refurbished",9,"central",930000,"no","Esterno",12.379
"4095",25,"1","no","1","electric gate | internal exposure | balcony | window frames in double glass / metal","available",309,1900,"excellent / refurbished",4,"independent",249000,"no","Circonvalla",4.9
"4096",75,"1","no","3","optic fiber | alarm system | security door | closet | centralized tv system | window frames in glass / pvcdouble exposure","available",3,1920,"good condition / liveable",2,"independent",220000,"no","Esterno",8.41
"4097",153,"1","yes","2","electric gate | optic fiber | video entryphone | security door | internal exposure | terrace | centralized tv system | window frames in triple glass / pvc","available",89,2022,"new / under construction",2,"central",949000,"no","Circonvalla",9.503
"4098",181,"3","yes","4","electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",243,1960,"good condition / liveable",6,"central",9e+05,"yes","Esterno",11.354
"4099",78,"1","no","2","electric gate | optic fiber | video entryphone | security door | centralized tv system | private garden | window frames in double glass / wood | double exposure","available",323,2010,"excellent / refurbished",0,"independent",248000,"yes","Esterno",8.456
"4100",50,"1","yes","2","shared garden","unknown",3,1965,"excellent / refurbished",0.5,"central",219000,"no","Esterno",0.834
"4101",55,"1","yes","2","optic fiber | video entryphone | security door | terrace | centralized tv system | window frames in double glass / metal | double exposure","available",129,1950,"excellent / refurbished",3,"central",350000,"no","Esterno",6.511
"4102",60,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",298,2008,"good condition / liveable",1,"independent",320000,"yes","Esterno",7.455
"4103",75,"1","no","3","electric gate | optic fiber | security door | centralized tv system | window frames in double glass / wood | double exposure","available",54,1950,"good condition / liveable",1,"central",439000,"no","Esterno",4.862
"4104",320,"3+","yes","4","optic fiber | security door | terrace | full day concierge","available",332,2006,"new / under construction",0,"independent",2e+06,"yes","Esterno",3.127
"4105",100,"1","yes","4","electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | cellar | window frames in double glass / metal | double exposure","available",89,1967,"to be refurbished",4,"central",215000,"no","Centro_Storico",7.305
"4106",90,"1","yes","3","optic fiber | security door | internal exposure | balcony | terrace | full day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / wood","available",118,1950,"excellent / refurbished",3,"central",530000,"no","Esterno",9.695
"4107",90,"1","yes","3","electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood | double exposure","available",76,1900,"good condition / liveable",4,"central",299000,"no","Esterno",7.628
"4108",82,"1","yes","3","optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",129,1930,"excellent / refurbished",2,"central",327000,"no","Esterno",6.363
"4109",185,"2","yes","4","security door | balcony | cellar","available",332,1956,"new / under construction",3,"central",1129000,"no","Circonvalla",1.251
"4110",42,"1","no","1","internal exposure | shared garden","available",3,1960,"excellent / refurbished",-0.5,"independent",199000,"no","Esterno",2.41
"4111",97,"2","yes","3","electric gate | video entryphone | alarm system | security door | full day concierge | centralized tv system | cellar | private garden | window frames in double glass / pvcdouble exposure","available",332,2025,"new / under construction",0,"independent",417000,"no","Esterno",9.847
"4113",50,"1","yes","2","attic | optic fiber | video entryphone | security door | external exposure | centralized tv system | furnished | window frames in double glass / pvc","available",76,1970,"good condition / liveable",2,"central",365000,"no","Circonvalla",9.938
"4114",200,"2","yes","5","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",243,1950,"excellent / refurbished",4,"central",1690000,"no","Circonvalla",11.522
